ISSN	Título	Área de Avaliação	Estrato
23475919	ACADEMIC MEDICAL JOURNAL OF INDIA	CIÊNCIAS BIOLÓGICAS III                           	B4
23476311	HIGHER EDUCATION FOR THE FUTURE	EDUCAÇÃO                                          	B1
23476737	IOSR JOURNAL OF SPORTS AND PHYSICAL EDUCATION	EDUCAÇÃO FÍSICA                                   	B3
23476982	INTERNATIONAL JOURNAL OF INDUSTRIAL ELETRONICS ENGINEERING	ENGENHARIAS IV                                    	B2
23477474	INTERNATIONAL JOURNAL OF ADVANCES IN SOCIAL SCIENCE AND HUMANITIES	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	B2
23478810	ASIAN JOURNAL OF PHARMACEUTICAL TECHNOLOGY AND INNOVATION	FARMÁCIA                                          	C
23479051	INTERNATIONAL JOURNAL OF INNOVATION IN SCIENCE AND MATHEMATICS	EDUCAÇÃO                                          	C
23479442	UK JOURNAL OF PHARMACEUTICAL AND  BIOSCIENCES	CIÊNCIAS BIOLÓGICAS II                            	B4
23479515	SCHOLARS ACADEMIC JOURNAL OF BIOSCIENCES (PRINT)	MEDICINA III                                      	B3
23479825	CHEMICAL BIOLOGY LETTERS	BIODIVERSIDADE	B2
23480130	PHYSICAL SCIENCE INTERNATIONAL JOURNAL	ASTRONOMIA / FÍSICA                               	B3
23480254	INTERNATIONAL JOURNAL OF GEOLOGY, AGRICULTURE AND ENVIRONMENTAL SCIENCES	CIÊNCIAS AMBIENTAIS	C
23480394	ADVANCES IN RESEARCH	BIOTECNOLOGIA                                     	B2
23481110	KEANEAN JOURNAL OF ARTS	FILOSOFIA	C
23481854	SCHOLARS JOURNAL OF AGRICULTURE AND VETERINARY SCIENCES	CIÊNCIAS AGRÁRIAS I                               	C
23481900	PLANT SCIENCE TODAY	BIODIVERSIDADE	B4
23482451	ASIAN JOURNAL OF LEGAL EDUCATION	DIREITO                                           	A2
23482532	JOURNAL OF RESEARCH IN ENVIRONMENTAL AND EARTH SCIENCE	ENGENHARIAS II                                    	C
23482834	KLE LAW JOURNAL	DIREITO                                           	A4
2348327X	JOURNAL OF PHYSICAL AND CHEMICAL SCIENCES	ENGENHARIAS II                                    	B2
23483423	INTERNATIONAL JOURNAL OF SCIENTIFIC RESEARCH IN PHYSICS AND APPLIED SCIENCES	ENGENHARIAS IV                                    	C
23483962	INTERNATIONAL JOURNAL OF PHARMACOGNOSY	BIOTECNOLOGIA                                     	C
23483997	INTERNATIONAL JOURNAL OF RESEARCH IN AGRICULTURAL SCIENCES	CIÊNCIAS AGRÁRIAS I                               	C
23484470	INTERNATIONAL JOURNAL OF ADVANCE ENGINEERING AND RESEARCH DEVELOPMENT (ONLINE)	ENGENHARIAS III                                   	C
23484602	REVISTA DA ESCOLA DA MAGISTRATURA DO TRF DA 4ª REGIÃO	DIREITO                                           	B4
23485140	INTERNATIONAL JOURNAL OF ADVANCED NUTRITIONAL AND HEALTH SCIENCE	NUTRIÇÃO	C
23486201	JOURNAL OF ADVANCES IN BIOTECHNOLOGY	BIOTECNOLOGIA                                     	B3
23486406	INTERNATIONAL JOURNAL OF ADVANCE ENGINEERING AND RESEARCH DEVELOPMENT (PRINT)	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	C
23487607	INTERNATIONAL JOURNAL OF STRUCTURAL AND CIVIL ENGINEERING RESEARCH	ENGENHARIAS I                                     	B3
23487658	JOURNAL OF PHARMACEUTICAL, CHEMICAL AND BIOLOGICAL SCIENCES	BIOTECNOLOGIA                                     	C
23487941	INTERNATIONAL JOURNAL OF MOSQUITO RESEARCH	CIÊNCIAS BIOLÓGICAS II                            	C
2348795X	INTERNACIONAL JOURNAL OF RESEARCH	COMUNICAÇÃO E INFORMAÇÃO	C
23487968	INTERNATIONAL JOURNAL OF INNOVATIVE SCIENCE, ENGINEERING AND TECHNOLOGY	CIÊNCIAS AMBIENTAIS	C
23488034	GLOBAL JOURNAL OF ENGINEERING SCIENCE AND RESEARCHES	ENGENHARIAS I                                     	C
23489502	AMERICAN JOURNAL OF ETHNOMEDICINE	CIÊNCIAS AMBIENTAIS	A4
23489790	JOURNAL OF VETERINARY SCIENCE & ANIMAL HUSBANDRY	CIÊNCIA DE ALIMENTOS                              	C
23489812	JOURNAL OF MATERIALS SCIENCE & NANOTECHNOLOGY	CIÊNCIAS BIOLÓGICAS I                             	B3
2348991X	INTERNATIONAL JOURNAL OF MEDICAL SCIENCE AND CLINICAL INVENTION	BIOTECNOLOGIA                                     	B3
23490292	GLOBAL JOURNAL OF ADVANCED ENGINEERING TECHNOLOGIES AND SCIENCES	CIÊNCIA DE ALIMENTOS                              	C
23490349	INTERNATIONAL JOURNAL OF MANAGERIAL STUDIES AND RESEARCH	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A4
23490365	INTERNATIONAL JOURNAL OF RESEARCH STUDIES IN BIOSCIENCES	BIODIVERSIDADE	C
23490381	INTERNATIONAL JOURNAL OF HUMANITIES, SOCIAL SCIENCES AND EDUCATION	DIREITO                                           	C
23490403	INTERNATIONAL JOURNAL OF ADVANCED RESEARCH IN CHEMICAL SCIENCE	ENGENHARIAS II                                    	B2
23490748	JOURNAL OF MEDICAL BIOMEDICAL AND APPLIED SCIENCES	MEDICINA I                                        	B3
23490837	JOURNAL OF ADVANCES IN AGRICULTURE	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	B4
23491183	TROPICAL PLANT RESEARCH	ZOOTECNIA / RECURSOS PESQUEIROS                   	C
23492716	JOURNAL OF ATOMIC, MOLECULAR, CONDENSATE AND NANO PHYSICS	QUÍMICA                                           	C
23492759	JOURNAL OF INNOVATIONS IN PHARMACEUTICAL AND BIOLOGICAL SCIENCES (JIPBS)	MEDICINA III                                      	B3
23493224	INTERNATIONAL JOURNAL OF ADVANCEMENT IN ENGINEERING TECHNOLOGY, MANAGEMENT & APPLIED SCIENCE	INTERDISCIPLINAR                                  	C
23493240	INTERNATIONAL JOURNAL OF CLINICAL TRIALS	INTERDISCIPLINAR                                  	C
23493259	INTERNATIONAL JOURNAL OF CLINICAL TRIALS	CIÊNCIAS BIOLÓGICAS II                            	C
23494077	INTERNATIONAL RESEARCH JOURNAL OF NATURAL AND APPLIED SCIENCES	ODONTOLOGIA                                       	B3
23494182	INTERNATIONAL JOURNAL OF MULTIDISCIPLINARY RESEARCH AND DEVELOPMENT	CIÊNCIAS AMBIENTAIS	C
23494492	ASIAN JOURNAL OF RESEARCH IN BIOLOGICAL AND PHRMACEUTICAL SCIENCES	ODONTOLOGIA                                       	C
23494506	GLOBAL JOURNAL OF ENGINEERING SCIENCE AND RESEARCH MANAGEMENT	CIÊNCIA DA COMPUTAÇÃO                             	C
2349476X	INTERNATIONAL JOURNAL OF RESEARCH STUDIES IN SCIENCE, ENGINEERING AND TECHNOLOGY	ENGENHARIAS II                                    	B2
23495103	INTERNATIONAL JOURNAL OF APPLIED AND COMPUTATIONAL MATHEMATICS (PRINT)	ENGENHARIAS II                                    	A4
23495197	INTERNATIONAL JOURNAL OF RESEARCH SCIENCE AND MANAGEMENT	ASTRONOMIA / FÍSICA                               	C
23495219	INTERNATIONAL JOURNAL OF INNOVATION AND RESEARCH IN EDUCATIONAL SCIENCES	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	C
23495340	INDIAN JOURNAL OF MEDICAL RESEARCH AND PHARMACEUTICAL SCIENCES	MEDICINA I                                        	B3
23496088	JOURNAL OF ATOMIC, MOLECULAR, CONDENSATE & NANO PHYSICS	ASTRONOMIA / FÍSICA                               	C
23496142	NEUROIMMUNOLOGY AND NEUROINFLAMMATION	ASTRONOMIA / FÍSICA                               	C
23496150	PLASTIC AND AESTHETIC RESEARCH	CIÊNCIAS BIOLÓGICAS II                            	B3
23496495	INTERNATIONAL JOURNAL OF ADVANCED ENGINEERING RESEARCH AND SCIENCE	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	C
23496673	ASIA-PACIFIC JOURNAL OF ONCOLOGY NURSING	ASTRONOMIA / FÍSICA                               	B1
23496800	JOURNAL OF ENTOMOLOGY AND ZOOLOGY STUDIES	CIÊNCIAS AGRÁRIAS I                               	B3
23497092	THE PHARMACEUTICAL AND CHEMICAL JOURNAL	BIOTECNOLOGIA                                     	C
23497203	INTERNATIONAL JOURNAL OF PHARMACY AND PHARMACEUTICAL RESEARCH	ENGENHARIAS II                                    	B3
23497238	AMERICAN JOURNAL OF COMPUTER SCIENCE AND ENGINEERING SURVEY	SAÚDE COLETIVA                                    	B3
23498064	SANGLAP: JOURNAL OF LITERARY AND CULTURAL INQUIRY	CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        	B3
23498234	JOURNAL OF PHARMACOGNOSY AND PHYTOCHEMISTRY	BIODIVERSIDADE	C
23498870	EUROPEAN JOURNAL OF BIOMEDICAL AND PHARMACEUTICAL SCIENCES	BIODIVERSIDADE	C
23499141	INTERNATIONAL JOURNAL OF INFORMATION RESEARCH AND REVIEW	EDUCAÇÃO                                          	C
23499362	SSRG INTERNATIONAL JOURNAL OF INDUSTRIAL ENGINEERING	CIÊNCIAS AMBIENTAIS	C
23500530	INTERNATIONAL JOURNAL OF RESEARCH - GRANTHAALAYAH	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	C
23500557	INTERNATIONAL JOURNAL OF INNOVATIVE RESEARCH IN ENGINEERING AND MANAGEMENT	CIÊNCIAS AMBIENTAIS	C
23500743	INTERNATIONAL JOURNAL OF RECENT ADVANCES IN MULTIDISCIPLINARY RESEARCH	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	C
23516674	INTERNATIONAL COMPARATIVE JURISPRUDENCE	DIREITO                                           	A2
23518014	INTERNATIONAL JOURNAL OF INNOVATION AND SCIENTIFIC RESEARCH	MEDICINA II                                       	C
23518189	AL IRFAN - REVISTA DE CIÊNCIAS HUMANAS E SOCIAIS	HISTÓRIA                                          	B3
23519800	ADVANCES IN DIGESTIVE MEDICINE	ODONTOLOGIA                                       	B3
23519894	GLOBAL ECOLOGY AND CONSERVATION	ANTROPOLOGIA / ARQUEOLOGIA                        	A3
23519924	JOURNAL OF MIGRATION HISTORY	SERVIÇO SOCIAL                                    	A4
23520035	THE SAUDI JOURNAL FOR DENTAL RESEARCH	ODONTOLOGIA                                       	B3
23520094	GEODERMA REGIONAL	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A3
23520124	STRUCTURES	ENGENHARIAS I                                     	A1
23520132	INTERNATIONAL JOURNAL OF NURSING SCIENCES	ENFERMAGEM                                        	A1
23520477	EUROPEAN JOURNAL OF RADIOLOGY OPEN	INTERDISCIPLINAR                                  	B1
23520949	INNOVATIONS IN CORROSION AND MATERIALS SCIENCE. FORMERLY: RECENT PATENTS ON CORROSION SCIENCE	ENGENHARIAS II                                    	B3
2352152X	JOURNAL OF ENERGY STORAGE	BIOTECNOLOGIA                                     	A2
23521546	CURRENT OPINION IN BEHAVIORAL SCIENCES	PSICOLOGIA                                        	A1
23521554	CURRENT OPINION IN BEHAVIORAL SCIENCES	LINGUíSTICA E LITERATURA	A1
23521791	NUCLEAR MATERIALS AND ENERGY	ENGENHARIAS II                                    	A2
23521864	ENVIRONMENTAL TECHNOLOGY & INNOVATION	ASTRONOMIA / FÍSICA                               	A2
23521872	BONE REPORTS	ANTROPOLOGIA / ARQUEOLOGIA                        	A3
23522143	COMPUTATIONAL CONDENSED MATTER	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A4
23522151	AGRI GENE	BIOTECNOLOGIA                                     	A4
23522208	JOURNAL OF LOGICAL AND ALGEBRAIC METHODS IN PROGRAMMING	CIÊNCIA DA COMPUTAÇÃO                             	A2
23522496	FOOD WEBS	BIODIVERSIDADE	A2
23522895	NEUROBIOLOGY OF STRESS	BIODIVERSIDADE	A1
23523018	THE LANCET HIV	CIÊNCIAS BIOLÓGICAS I                             	A1
23523026	THE LANCET HAEMATOLOGY	BIODIVERSIDADE	A1
23523042	GENES & DISEASE	CIÊNCIAS BIOLÓGICAS I                             	A2
23523077	ASIAN DIASPORIC VISUAL CULTURES AND THE AMERICAS (PRINT)	ARTES	B2
23523522	MICROBIAL RISK ANALYSIS	MEDICINA VETERINÁRIA                              	A4
23523727	BLADDER CANCER	MEDICINA I                                        	A1
23523859	JOURNAL OF NUTRITION & INTERMEDIARY METABOLISM	CIÊNCIA DE ALIMENTOS                              	A4
23523964	EBIOMEDICINE	ASTRONOMIA / FÍSICA                               	A1
23524073	PLANT GENE	BIOTECNOLOGIA                                     	A2
2352409X	JOURNAL OF ARCHEOLOGICAL SCIENCE: REPORTS	ANTROPOLOGIA / ARQUEOLOGIA                        	A1
23524588	JOURNAL OF INSECTS AS FOOD AND FEED	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A2
23524642	THE LANCET CHILD & ADOLESCENT HEALTH (IMPRESSO)	CIÊNCIAS BIOLÓGICAS I                             	A1
23524677	SUSTAINABLE ENERGY, GRIDS AND NETWORKS	ENGENHARIAS IV                                    	A2
23524847	ENERGY REPORTS	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A2
23524855	REGIONAL STUDIES IN MARINE SCIENCE	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A3
23524928	MATERIALS TODAY COMMUNICATIONS	ANTROPOLOGIA / ARQUEOLOGIA                        	A4
2352507X	NANO-STRUCTURES & NANO-OBJECTS	ASTRONOMIA / FÍSICA                               	A2
23525126	JAAD CASE REPORTS	BIODIVERSIDADE	B2
23525134	AQUACULTURE REPORTS	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A2
23525509	SUSTAINABLE PRODUCTION AND CONSUMPTION	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A2
23525517	PRATICAL LABORATORY MEDICINE	CIÊNCIAS BIOLÓGICAS II                            	B1
23525525	ETHICS, MEDICINE AND PUBLIC HEALTH	MEDICINA II                                       	B4
23525541	SUSTAINABLE CHEMISTRY AND PHARMACY	BIODIVERSIDADE	A3
23525568	ANAESTHESIA, CRITICAL CARE & PAIN MEDICINE	ENGENHARIAS IV                                    	A2
23525738	BIOTRIBOLOGY	ENGENHARIAS II                                    	A3
23525789	GYNECOLOGIC ONCOLOGY REPORTS	MEDICINA I                                        	B1
23525878	JPRAS OPEN	MEDICINA III                                      	B3
23526335	OPEN BIOLOGICAL SCIENCES JOURNAL	BIOTECNOLOGIA                                     	C
23526440	TRAUMA CASE REPORTS	MEDICINA I                                        	B3
23526467	INTERNATIONAL JOURNAL OF PEDIATRICS AND ADOLESCENT MEDICINE	EDUCAÇÃO FÍSICA                                   	B2
23526734	JOURNAL OF BUSINESS VENTURING INSIGHTS	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A1
23527102	JOURNAL OF BUILDING ENGINEERING	ARQUITETURA, URBANISMO E DESIGN	A1
23527110	SOFTWAREX	ASTRONOMIA / FÍSICA                               	A4
23527218	SLEEP HEALTH (IMPRESSO)	CIÊNCIAS BIOLÓGICAS I                             	A1
23527714	ONE HEALTH	BIOTECNOLOGIA                                     	A1
2352801X	GROUNDWATER FOR SUSTAINABLE DEVELOPMENT	ASTRONOMIA / FÍSICA                               	A2
23528028	REVUE FRANCOPHONE INTERNATIONALE DE RECHERCHE INFIRMIÈRE	ENFERMAGEM                                        	B2
23528230	PHILOSOPHIA REFORMATA	ENGENHARIAS IV                                    	A4
23528273	SSM - POPULATION HEALTH	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	B1
23528281	GEOCIENCIAS APLICADAS LATINOAMERICANAS	GEOCIÊNCIAS                                       	B4
23528532	ADDICTIVE BEHAVIORS REPORTS	ARQUITETURA, URBANISMO E DESIGN	A4
23528729	ALZHEIMER'S & DEMENTIA: DIAGNOSIS, ASSESSMENT & DISEASE MONITORING	CIÊNCIA DA COMPUTAÇÃO                             	A2
23528737	ALZHEIMER'S & DEMENTIA: TRANSLATIONAL RESEARCH & CLINICAL INTERVENTIONS	CIÊNCIAS BIOLÓGICAS II                            	A2
23529067	INTERNATIONAL JOURNAL OF CARDIOLOGY HEART & VASCULATURE	BIOTECNOLOGIA                                     	A4
23529148	INFORMATICS IN MEDICINE UNLOCKED	CIÊNCIA DA COMPUTAÇÃO                             	A4
23529385	REMOTE SENSING APPLICATIONS: SOCIETY AND ENVIRONMENT	ARQUITETURA, URBANISMO E DESIGN	A2
23529393	CLINICAL NUTRITION EXPERIMENTAL	CIÊNCIAS BIOLÓGICAS I                             	B1
23529407	APPLIED MATERIALS TODAY	ASTRONOMIA / FÍSICA                               	A1
23530626	NONAUTONOMOUS DYNAMICAL SYSTEMS	MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          	C
2353074X	ACTA MYCOLOGICA	CIÊNCIAS AGRÁRIAS I                               	B2
23531428	ROZWÓJ REGIONALNY I POLITYKA REGIONALNA	INTERDISCIPLINAR                                  	B1
23531746	BIOCATALYSIS	QUÍMICA                                           	B4
23532807	CENTRAL EUROPEAN JOURNAL OF SPORT SCIENCES AND MEDICINE	EDUCAÇÃO FÍSICA                                   	B4
23533390	MATHEMATICAL MORPHOLOGY - THEORY AND APPLICATIONS	CIÊNCIA DA COMPUTAÇÃO                             	B3
23535423	MINING SCIENCE	MATERIAIS                                         	B2
2353723X	THE POLISH JOURNAL OF AESTHETICS	EDUCAÇÃO                                          	A4
23538821	ENTREPRENEURIAL BUSINESS AND ECONOMICS REVIEW	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A2
23540036	CREATIVITY (ONLINE)	COMUNICAÇÃO E INFORMAÇÃO	A3
23540389	MISCELLANEA ANTHROPOLOGICA ET SOCIOLOGICA.	FILOSOFIA	B1
23542152	ADVANCEMENT IN MEDICINAL PLANT RESEARCH	BIODIVERSIDADE	B3
2354323X	MEDICINE AND MEDICAL SCIENCES	CIÊNCIAS AMBIENTAIS	A3
23554800	JOURNAL OF DENTISTRY INDONESIA	ODONTOLOGIA                                       	B3
23556544	GEOPLANNING	CIÊNCIA DA COMPUTAÇÃO                             	B4
23567651	JOURNAL OF SPORTS MEDICINE	EDUCAÇÃO FÍSICA                                   	B2
23569271	MEGA JOURNAL OF BUSINESS RESEARCH	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	B3
23569336	PROGRESS IN FRACTIONAL DIFFERENTIATION AND APPLICATIONS	MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA          	A3
23570334	MICROBIAL BIOSYSTEMS JOURNAL	CIÊNCIAS AMBIENTAIS	B2
23570857	ENVIRONMENTAL SCIENCE AND SUSTAINABLE DEVELOPMENT	ARQUITETURA, URBANISMO E DESIGN	B3
23573732	AGRONOMÍA COLOMBIANA	BIOTECNOLOGIA                                     	B3
23574607	REVISTA NACIONAL DE ODONTOLOGÍA	CIÊNCIAS BIOLÓGICAS II                            	B3
2357514X	REVISTA VIRTU@LMENTE	INTERDISCIPLINAR                                  	B1
23575905	GESTIÓN Y AMBIENTE	GEOCIÊNCIAS                                       	B4
2357707X	ENFERMAGEM EM FOCO	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	B1
23577088	REVISTA CATARINENSE DE SAÚDE DA FAMÍLIA	INTERDISCIPLINAR                                  	C
2357710X	TEATRO: CRIAÇÃO E CONSTRUÇÃO DE CONHECIMENTO	ANTROPOLOGIA / ARQUEOLOGIA                        	B1
23577126	BRAZILIAN JOURNAL OF TECHNOLOGY, COMMUNICATION, AND COGNITIVE SCIENCE	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	B3
2357724X	BOLETIM ONLINE DE EDUCAÇÃO MATEMÁTICA	EDUCAÇÃO                                          	B1
23577266	REVISTA UNIFREIRE	EDUCAÇÃO                                          	C
23577274	TEMPO AMAZÔNICO	ANTROPOLOGIA / ARQUEOLOGIA                        	B3
23577304	CONTROLE EXTERNO (IMPRESSO)	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	C
2357738X	ANUÁRIO ANTROPOLÓGICO	ANTROPOLOGIA / ARQUEOLOGIA                        	A2
23577428	REVISTA ABRACICON SABER	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	B4
23577509	REVISTA ESCOLA DE NEGÓCIOS	ECONOMIA                                          	B4
23577614	ATAS DE SAÚDE AMBIENTAL	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	B2
23577681	BPC PAPERS	CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        	B4
23577738	REVISTA INTERDISCIPLINAR DE DIREITOS HUMANOS	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	B1
23577797	INOVAE - JOURNAL OF ENGINEERING AND TECHNOLOGY INNOVATION	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	B4
23577843	REVISTA APRENDIZAGEM EM EAD	ENSINO	B2
23577894	REVISTA DA ASSOCIAÇÃO BRASILEIRA DE NUTRIÇÃO	CIÊNCIA DE ALIMENTOS                              	C
23577908	REVISTA DE SAÚDE DO HOSPITAL SANTA IZABEL	MEDICINA I                                        	C
23577940	REVISTA JURIS	DIREITO                                           	B2
23577975	INTERAÇÃO	CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        	A2
23578009	DIREITO.UNB	COMUNICAÇÃO E INFORMAÇÃO	A2
23578017	REVISTA DO SERVICO PUBLICO (ONLINE)	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A4
23578041	CLINICAL AND LABORATORIAL RESEARCH IN DENSTISTRY	ENGENHARIAS II                                    	B3
23578068	ACTA DE PESCA DE RECURSOS AQUATICOS	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	B4
23578114	ABCS HEALTH SCIENCES	CIÊNCIAS AMBIENTAIS	B1
23578181	ADVANCES IN FORESTRY SCIENCE	BIODIVERSIDADE	B4
23578187	REVISTA ACADÊMICA OSWALDO CRUZ	PSICOLOGIA                                        	B4
23578203	REVISTA COLINEARES	ENSINO	C
23578211	REVISTA DE TURISMO CONTEMPORÂNEO	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	A4
23578246	REVISTA EROS	FILOSOFIA	C
23578289	LEITURAS DO JORNALISMO	COMUNICAÇÃO E INFORMAÇÃO	B2
23578297	REVISTA HELIUS	BIODIVERSIDADE	B2
23578300	REVISTA FLORESTAN	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	B1
23578378	REVISTA REGIONAL DE ARAÇATUBA	INTERDISCIPLINAR                                  	B4
23578424	EDUCAÇÃO (FACULDADES INTEGRADAS PROMOVE DE BRASÍLIA)	DIREITO                                           	B1
23578440	REVISTA DE DIREITO COSMOPOLITA	CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS        	B3
23578483	REVISTA EXPRESSÃO CATÓLICA (ONLINE)	ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO	B1
23578513	REVISTA ELETRÔNICA DO ARQUIVO PÚBLICO DA CIDADE DE BELO HORIZONTE	ANTROPOLOGIA / ARQUEOLOGIA                        	B3
23578556	REVISTA DE HISTÓRIA BILROS	ANTROPOLOGIA / ARQUEOLOGIA                        	B1
23578572	CADERNO (GLOBO COMUNICAÇÃO E PARTICIPAÇÕES)	EDUCAÇÃO                                          	C
